unitid,cohort,Rate,iclevel,control,hloffer,locale,instcat,c21enprf,cbsatype,GrantRate,GrantAvg,PellRate,LoanRate,LoanAvg,InDistrictT,InDistrictTDiff,InDistrictF,InDistrictFDiff,InStateT,InstateF,OutStateT,OutStateTDiff,OutStateF,OutStateFDiff,Housing,ScaledHousingCap,board,roomamt,boardamt,AvgSalary,StuFacRatio
105367,,,Four or more years,Private not-for-profit,Post-master^s certificate,City: Large,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,46.97%,4565.969697,43.18%,61.87%,5612.2752525,0,0,0,0,12641,640,0,0,0,0,0,,3,0,0,,
105428,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,52.85%,1921.3829943,34.19%,9.87%,376.08460893,0,0,0,0,2040,30,1,5784,0,0,0,,3,0,0,84077.555556,33.1
105525,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,35.21%,1485.3690813,31.36%,10.62%,400.69338652,0,0,0,0,2088,162,1,5316,0,0,0,,3,0,0,65595.330508,32.9
105534,,,Four or more years,Private for-profit,Master^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
105543,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
105589,35,40.00%,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,93.13%,16161.492891,44.55%,53.55%,4094.3862559,0,0,0,0,32976,1665,0,0,0,0,1,4.0576923077,2,6990,2530,45633.816327,4.3
105659,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
105668,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,18.30%,524.01601198,9.36%,5.98%,251.52874093,0,0,0,0,2040,30,1,5784,0,0,0,,3,0,0,94063.85,434.1
105677,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
105747,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,29.54%,1011.3788315,14.68%,7.35%,277.58187058,0,0,0,0,2040,30,1,5784,0,0,0,,3,0,0,88979.862903,30.8
105792,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,51.67%,1955.0649128,33.46%,7.72%,299.81584215,0,0,0,0,2040,30,1,5784,0,0,0,,3,0,0,86276.482143,31.2
105899,120,35.83%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,93.62%,15268.876757,39.24%,75.14%,4045.0086486,0,0,0,0,28874,1750,0,0,0,0,1,1.712962963,1,4775,5670,,
106041,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Suburb: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106111,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106148,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,43.55%,1421.0587452,27.29%,5.69%,370.4579797,0,0,0,0,2600,0,1,6732,0,0,1,27.819444444,2,0,0,70094.040816,30.7
106245,792,39.39%,Four or more years,Public,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,73.61%,5440.5191839,42.55%,43.35%,3313.6318514,0,0,0,0,6495,3017,1,12255,0,0,1,4.7082437276,2,5180,3750,72687.605735,11.8
106263,,,Four or more years,Public,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,61.23%,2688.2793946,32.60%,51.57%,4413.1385332,0,0,0,0,6708,1528,1,7740,0,0,1,4.8531073446,3,7800,0,,
106306,,,Four or more years,Private not-for-profit,Bachelor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,87.20%,6311.1800434,66.59%,62.91%,4253.8047722,0,0,0,0,8760,0,0,0,0,0,1,0.9871520343,2,4738,4088,39571,23.1
106315,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106324,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Town: Remote,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Micropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106342,213,45.54%,Four or more years,Private not-for-profit,Bachelor^s degree,Town: Remote,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Micropolitan Statistical Area,98.80%,22891.366917,38.80%,58.95%,4116.9548872,0,0,0,0,29450,964,0,0,0,0,1,1.1290322581,1,5760,5750,,
106351,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106360,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106397,4862,69.68%,Four or more years,Public,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,68.62%,5169.759299,17.95%,33.77%,2185.7277547,0,0,0,0,7666,1908,1,16816,0,0,1,3.6625481386,2,7744,4198,90323.935146,11.9
106412,670,40.75%,Four or more years,Public,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,94.85%,15307.043478,69.84%,58.12%,2293.9593139,0,0,0,0,5130,2934,1,6510,0,0,1,1.7642505278,1,4600,4024,53298.357895,13.2
106449,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,76.22%,2060.1985245,36.12%,12.37%,609.28470825,0,0,0,0,2448,480,1,1728,0,0,1,12.024193548,1,0,0,46553.089552,22.3
106458,1514,53.96%,Four or more years,Public,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,91.61%,8540.9403724,36.70%,45.26%,3013.0687014,0,0,0,0,5232,1898,1,5568,0,0,1,2.651875,2,0,0,67210.637615,9.7
106467,1647,48.27%,Four or more years,Public,Doctor^s degree,Town: Remote,"Degree-granting, not primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,71.62%,5927.7818002,35.53%,32.23%,2128.8888229,0,0,0,0,5736,2164,1,5736,0,0,1,4.8142857143,2,4996,4000,61433.324921,15.9
106485,372,30.91%,Four or more years,Public,Master^s degree,Town: Remote,"Degree-granting, not primarily baccalaureate or above",Very high undergraduate,Not applicable,84.61%,6865.7155612,51.57%,45.41%,3038.3265306,0,0,0,0,4779,3250,1,5850,0,0,1,3.317348378,2,3365,3600,49867.484536,12.1
106494,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106546,,,At least 2 but less than 4 years,Private not-for-profit,"At least 2, but less than 4 academic yrs",City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,94.25%,3242.3403933,88.80%,79.43%,3985.5204236,0,0,0,0,10098,2500,0,0,0,0,0,,3,0,0,,
106625,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,78.07%,3966.5103704,49.85%,16.74%,880.57851852,0,0,0,0,2822,1296,1,2232,0,0,0,,3,0,0,45650.2,16.9
106704,1986,49.40%,Four or more years,Public,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,84.56%,7300.315148,36.58%,43.20%,3216.9645966,0,0,0,0,6870,2693,1,6870,0,0,1,2.3442176871,2,4326,3570,64787.19256,9.4
106713,71,42.25%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,84.27%,9681.455298,47.68%,55.30%,3914.2582781,0,0,0,0,15900,1500,0,0,0,0,1,3.1458333333,1,0,0,49426.964286,10.8
106795,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,73.22%,3194.9773852,34.63%,0.00%,0,1,390,0,0,2610,1350,1,450,0,0,0,,3,0,0,46903.869565,30.8
106810,14,28.57%,Four or more years,Private not-for-profit,Bachelor^s degree,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Micropolitan Statistical Area,100.0%,8282.9424084,58.12%,75.92%,4911.9947644,0,0,0,0,12650,2600,0,0,0,0,1,1.3546099291,1,2850,3650,49641.666667,8.0
106883,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,58.46%,2889.9261242,51.07%,6.10%,297.23875803,1,300,0,0,2940,180,1,600,0,0,0,,3,0,0,43813,233.5
106892,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106908,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
106980,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,89.66%,4804.9336468,74.66%,36.73%,1742.5726228,1,300,1,150,3000,2000,1,1110,1,120,1,10.459016393,2,3480,2200,50118.21519,12.1
106999,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Remote,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,99.34%,2755.4560394,42.73%,11.50%,443.69843878,1,324,0,0,2100,750,1,588,0,0,0,,3,0,0,43685.578947,32.0
107044,990,67.17%,Four or more years,Private not-for-profit,Doctor^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",High undergraduate,Micropolitan Statistical Area,89.74%,10959.623881,21.28%,45.61%,3283.8987696,0,0,0,0,21690,540,0,0,0,0,1,1.247296826,1,4068,4658,66724.934272,8.4
107071,758,37.20%,Four or more years,Public,Post-master^s certificate,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,95.20%,18600.483244,46.38%,66.60%,4268.7882711,0,0,0,0,5880,1680,1,2208,0,0,1,1.2741387676,1,4700,3600,60418.919463,8.8
107080,391,72.89%,Four or more years,Private not-for-profit,Master^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,99.91%,44442.582863,28.63%,42.75%,2621.8446328,0,0,0,0,33000,350,0,0,0,0,1,0.8441971383,1,6700,6500,68537.637363,5.8
107099,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
107123,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
107141,358,70.39%,Four or more years,Private not-for-profit,Post-master^s certificate,Town: Distant,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,74.45%,14689.241758,24.89%,39.12%,2451.0741758,0,0,0,0,27662,1262,0,0,0,0,1,1.5923009624,1,0,0,62597.128205,23.3
107220,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
107293,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
107318,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,70.16%,2681.2950956,33.25%,0.00%,0,1,480,0,0,2760,514,1,960,0,0,0,,3,0,0,,
107327,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,92.34%,3056.0220913,34.61%,0.00%,0,1,280,0,0,2296,442,1,1400,0,0,0,,3,0,0,45010.421053,35.7
107442,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
107460,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Remote,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,87.28%,3456.5554863,44.14%,9.16%,504.40274314,1,750,0,0,2970,870,1,2100,0,0,0,,3,0,0,48006.291667,16.7
107488,,,Less than 2 years (below associate),Public,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,67.74%,2235.3064516,53.23%,0.00%,0,0,0,0,0,4000,450,0,0,0,0,0,,3,0,0,,
107512,402,66.42%,Four or more years,Private not-for-profit,Master^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,90.63%,21163.525841,24.28%,51.86%,3853.6598558,0,0,0,0,29480,660,0,0,0,0,1,1.038701623,1,4370,4140,59018.058824,8.2
107521,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,74.66%,1395.9702333,22.12%,13.60%,764.41351569,0,0,0,0,2448,1010,1,2424,0,0,0,,3,0,0,46965.375,38.8
107549,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Remote,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,86.35%,4344.3494676,55.08%,14.13%,664.09486931,0,0,0,0,2160,844,1,2352,0,0,1,64.5625,3,3200,0,42276.478261,22.5
107558,209,48.80%,Four or more years,Private not-for-profit,Bachelor^s degree,Town: Remote,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Not applicable,99.64%,20250.205742,35.41%,43.54%,2420.7727273,0,0,0,0,24950,1000,0,0,0,0,1,1.3615635179,2,3700,4300,61876.411765,8.2
107585,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,90.96%,3697.1775599,47.28%,13.02%,642.58551198,1,240,0,0,2448,1008,1,672,0,0,0,,3,0,0,48221.883333,15.3
107600,170,28.24%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,94.74%,10148.08761,75.47%,69.46%,5095.7521902,0,0,0,0,11804,1210,0,0,0,0,1,1.530651341,1,5192,3058,51850.73913,17.4
